"","age","workclass","educationnum","maritalstatus","occupation","sex","hoursperweek","X50k"
"27908",55," Private",12,"Married"," Farming-fishing",2,53,2
"27909",21," Private",12,"Married"," Machine-op-inspct",2,40,1
"27910",18," Private",9,"NeverMarried"," Other-service",2,40,1
"27911",26," Private",12,"Married"," Prof-specialty",2,40,1
"27912",46," Private",12,"Married"," Farming-fishing",2,55,1
"27913",23," Private",9,"NeverMarried"," Craft-repair",2,40,1
"27914",48," Private",12,"Married"," Craft-repair",2,40,2
"27915",36," Private",12,"Married"," Craft-repair",2,48,2
"27916",42," gov",17,"DSW"," Prof-specialty",2,40,1
"27917",41," gov",17,"Married"," Prof-specialty",2,38,2
"27918",45," Private",15,"DSW"," Sales",1,40,1
"27919",52," Private",12,"DSW"," Craft-repair",2,40,1
"27920",22," gov",16,"NeverMarried"," Prof-specialty",1,18,1
"27921",20," Private",13,"NeverMarried"," Machine-op-inspct",1,40,1
"27922",27," Private",12,"DSW"," Machine-op-inspct",2,43,1
"27923",36," Private",12,"DSW"," Exec-managerial",2,40,1
"27924",34," Private",12,"Married"," Transport-moving",2,52,1
"27925",38," Private",17,"Married"," Prof-specialty",2,50,2
"27926",47," Private",12,"DSW"," Sales",1,45,1
"27927",21," Private",12,"Married"," Craft-repair",2,50,1
"27928",33," Private",12,"NeverMarried"," Transport-moving",2,40,1
"27929",31," gov",15,"NeverMarried"," Protective-serv",2,40,1
"27930",61," Private",11,"Married"," Craft-repair",2,40,1
"27931",46," Private",9,"Married"," Handlers-cleaners",2,45,1
"27932",55," gov",17,"Married"," Prof-specialty",2,40,2
"27933",19," gov",13,"NeverMarried"," Prof-specialty",2,40,1
"27934",39," Private",12,"Married"," Machine-op-inspct",2,40,2
"27935",61," Private",12,"Married"," Other-service",2,40,1
"27936",28," Private",13,"Married"," Handlers-cleaners",2,40,1
"27937",28," Private",9,"Married"," Transport-moving",2,40,1
"27938",61," Private",12,"Married"," Craft-repair",2,37,1
"27939",54," Private",13,"Married"," Sales",2,40,1
"27940",50," Self-emp-inc",13,"Married"," Machine-op-inspct",2,70,1
"27941",37," gov",17,"Married"," Prof-specialty",1,45,2
"27942",31," Private",16,"DSW"," Exec-managerial",1,50,2
"27943",32," gov",16,"Married"," Exec-managerial",1,55,2
"27944",28," Private",10,"DSW"," Other-service",1,40,1
"27945",34," Private",14,"Married"," Tech-support",2,40,1
"27946",33," Private",9,"NeverMarried"," Other-service",1,25,1
"27947",42," Private",14,"DSW"," Adm-clerical",1,35,1
"27948",64," Private",14,"Married"," Craft-repair",2,48,1
"27949",29," Private",13,"Married"," Handlers-cleaners",2,20,1
"27950",45," Private",13,"Married"," Transport-moving",2,40,1
"27951",48," Private",17,"Married"," Prof-specialty",2,45,2
"27952",44," Private",13,"DSW"," Tech-support",1,38,1
"27953",34," gov",13,"NeverMarried"," Adm-clerical",2,40,1
"27954",40," Private",12,"NeverMarried"," Machine-op-inspct",2,45,1
"27955",45," Private",12,"Married"," Craft-repair",2,40,1
"27956",23," Private",13,"NeverMarried"," Other-service",1,20,1
"27957",51," Private",16,"Married"," Prof-specialty",2,55,2
"27958",24," Private",12,"Married"," Craft-repair",2,50,1
"27959",57," Private",16,"DSW"," Prof-specialty",2,40,2
"27960",23," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"27961",34," Private",13,"Married"," Farming-fishing",2,40,2
"27962",36," Private",12,"DSW"," Machine-op-inspct",2,40,1
"27963",56," Self-emp-inc",18,"Married"," Prof-specialty",2,32,2
"27964",42," Private",12,"DSW"," Exec-managerial",1,40,1
"27965",45," Self-emp-inc",16,"Married"," Exec-managerial",2,60,1
"27966",38," Private",16,"Married"," Prof-specialty",2,70,2
"27967",29," gov",14,"Married"," Protective-serv",2,40,2
"27968",54," Private",16,"DSW"," Prof-specialty",2,40,1
"27969",40," Private",12,"Married"," Machine-op-inspct",2,40,2
"27970",29," Private",12,"Married"," Transport-moving",2,40,1
"27971",35," gov",16,"NeverMarried"," Exec-managerial",2,40,1
"27972",47," Private",12,"DSW"," Exec-managerial",1,37,1
"27973",51," Private",14,"NeverMarried"," Exec-managerial",1,43,1
"27974",28," Private",12,"NeverMarried"," Other-service",2,40,1
"27975",58," Private",12,"Married"," Machine-op-inspct",2,45,2
"27976",24," Private",12,"NeverMarried"," Machine-op-inspct",1,25,1
"27977",46," gov",12,"DSW"," Exec-managerial",2,40,1
"27978",57," Private",9,"Married"," Machine-op-inspct",2,48,1
"27979",22," Private",12,"NeverMarried"," Handlers-cleaners",2,20,1
"27980",28," Private",16,"NeverMarried"," Tech-support",2,30,1
"27981",23," Private",12,"NeverMarried"," Sales",2,60,1
"27982",19," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"27983",66," gov",12,"DSW"," Prof-specialty",1,35,1
"27984",38," Private",13,"Married"," Exec-managerial",2,55,1
"27985",39," gov",13,"DSW"," Exec-managerial",1,40,1
"27986",47," Private",12,"Married"," Machine-op-inspct",2,40,2
"27987",39," Private",12,"DSW"," Transport-moving",2,60,1
"27988",22," Private",13,"NeverMarried"," Transport-moving",2,40,1
"27989",36," Private",12,"NeverMarried"," Craft-repair",2,30,1
"27990",32," Private",13,"Married"," Machine-op-inspct",2,40,1
"27991",43," gov",16,"NeverMarried"," Prof-specialty",2,40,1
"27992",51," Private",12,"Married"," Craft-repair",2,40,1
"27993",42," Private",6,"Married"," Craft-repair",2,60,1
"27994",32," gov",11,"NeverMarried"," Adm-clerical",1,40,1
"27995",34," Private",13,"NeverMarried"," Adm-clerical",2,40,1
"27996",51," Private",14,"Married"," Craft-repair",2,57,1
"27997",38," Private",16,"Married"," Sales",2,44,1
"27998",21," Private",12,"NeverMarried"," Handlers-cleaners",2,20,1
"27999",33," Self-emp-not-inc",16,"NeverMarried"," Other-service",1,15,1
"28000",34," Private",12,"Married"," Craft-repair",2,40,1
"28001",32," Private",12,"Married"," Exec-managerial",2,40,1
"28002",27," Self-emp-not-inc",12,"Married"," Other-service",2,60,2
"28003",35," Self-emp-inc",13,"Married"," Sales",2,50,2
"28004",29," gov",16,"NeverMarried"," Prof-specialty",2,50,1
"28005",40," Private",12,"Married"," Craft-repair",2,40,1
"28006",46," Private",7,"Married"," Farming-fishing",2,30,1
"28007",37," Private",12,"NeverMarried"," Other-service",1,30,1
"28008",38," Self-emp-not-inc",12,"Married"," Craft-repair",2,25,1
"28009",37," Private",13,"Married"," Exec-managerial",2,60,2
"28010",44," Private",16,"Married"," Prof-specialty",2,45,2
"28011",25," Private",17,"NeverMarried"," Prof-specialty",2,30,1
"28012",38," Private",12,"NeverMarried"," Sales",2,42,1
"28013",34," gov",15,"DSW"," Adm-clerical",1,10,1
"28014",50," Self-emp-not-inc",12,"Married"," Sales",2,60,2
"28015",46," Private",13,"Married"," Exec-managerial",2,50,2
"28016",20," Private",6,"NeverMarried"," Handlers-cleaners",2,30,1
"28017",47," gov",14,"Married"," Exec-managerial",2,38,2
"28018",46," Private",19,"Married"," Prof-specialty",2,60,2
"28019",34," Private",15,"DSW"," Sales",2,40,1
"28020",61," Private",12,"Married"," Transport-moving",2,40,1
"28021",55," gov",13,"DSW"," Prof-specialty",1,37,1
"28022",36," Private",12,"NeverMarried"," Transport-moving",2,35,1
"28023",28," Private",13,"NeverMarried"," Exec-managerial",1,40,2
"28024",22," Private",12,"NeverMarried"," Other-service",2,40,1
"28025",34," Private",13,"NeverMarried"," Sales",1,35,1
"28026",33," Private",13,"NeverMarried"," Machine-op-inspct",2,40,1
"28027",27," Private",12,"NeverMarried"," Other-service",1,32,1
"28028",43," gov",17,"Married"," Handlers-cleaners",2,12,1
"28029",55," Private",9,"Married"," Craft-repair",2,40,2
"28030",39," Self-emp-not-inc",9,"Married"," Other-service",1,15,1
"28031",20," Private",13,"NeverMarried"," Other-service",2,33,1
"28032",38," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"28033",30," Private",13,"NeverMarried"," Craft-repair",2,40,1
"28034",21," Private",10,"NeverMarried"," Other-service",2,42,1
"28035",60," Private",12,"Married"," Prof-specialty",2,30,1
"28036",43," Private",13,"NeverMarried"," Handlers-cleaners",2,40,1
"28037",36," Private",12,"Married"," Craft-repair",2,45,2
"28038",23," Private",13,"NeverMarried"," Other-service",1,48,1
"28039",57," gov",13,"Married"," Handlers-cleaners",2,40,2
"28040",25," gov",12,"NeverMarried"," Handlers-cleaners",2,40,1
"28041",38," Private",12,"DSW"," Other-service",1,32,1
"28042",22," Private",12,"Married"," Craft-repair",2,35,1
"28043",23," Private",6,"NeverMarried"," Craft-repair",2,40,1
"28044",61," Self-emp-not-inc",12,"NeverMarried"," Sales",1,44,1
"28045",28," Private",13,"DSW"," Craft-repair",2,46,1
"28046",21," Private",13,"NeverMarried"," Other-service",1,25,1
"28047",49," Private",17,"Married"," Prof-specialty",2,40,1
"28048",37," Private",11,"DSW"," Craft-repair",2,35,1
"28049",23," Private",13,"NeverMarried"," Other-service",1,40,1
"28050",38," Self-emp-not-inc",13,"Married"," Prof-specialty",2,50,1
"28051",34," gov",16,"Married"," Prof-specialty",1,46,2
"28052",21," Private",12,"NeverMarried"," Machine-op-inspct",1,40,1
"28053",27," gov",13,"Married"," Exec-managerial",2,40,2
"28054",22," Private",12,"NeverMarried"," Handlers-cleaners",2,25,1
"28055",20," Private",13,"NeverMarried"," Adm-clerical",1,35,1
"28056",49," Self-emp-inc",13,"Married"," Prof-specialty",1,65,2
"28057",38," Private",12,"Married"," Craft-repair",2,40,1
"28058",40," Private",16,"Married"," Tech-support",2,40,1
"28059",44," Private",12,"Married"," Craft-repair",2,40,1
"28060",37," Self-emp-not-inc",13,"Married"," Adm-clerical",1,20,1
"28061",57," Private",17,"DSW"," Prof-specialty",2,30,1
"28062",56," Private",7,"NeverMarried"," Other-service",1,30,1
"28063",50," Self-emp-not-inc",12,"Married"," Other-service",2,60,1
"28064",33," Private",8,"NeverMarried"," Machine-op-inspct",2,50,1
"28065",29," Private",17,"Married"," Sales",2,20,1
"28066",28," gov",16,"Married"," Exec-managerial",2,40,2
"28067",35," Private",9,"Married"," Machine-op-inspct",2,50,1
"28068",36," Private",12,"DSW"," Craft-repair",2,40,1
"28069",45," Private",19,"DSW"," Prof-specialty",1,35,2
"28070",30," Self-emp-not-inc",15,"NeverMarried"," Craft-repair",2,40,1
"28071",35," Self-emp-inc",12,"Married"," Other-service",2,60,1
"28072",27," Private",14,"Married"," Sales",2,40,1
"28073",22," Private",12,"NeverMarried"," Exec-managerial",2,40,1
"28074",24," Private",13,"NeverMarried"," Handlers-cleaners",2,30,1
"28075",47," Private",16,"Married"," Prof-specialty",2,50,2
"28076",47," Private",13,"Married"," Exec-managerial",2,40,2
"28077",18," Private",10,"NeverMarried"," Other-service",1,15,1
"28078",18," Private",13,"NeverMarried"," Adm-clerical",2,30,1
"28079",31," gov",12,"DSW"," Protective-serv",2,47,2
"28080",43," Self-emp-not-inc",17,"DSW"," Other-service",1,30,1
"28081",45," Private",12,"Married"," Transport-moving",2,40,1
"28082",39," Private",12,"Married"," Transport-moving",2,40,1
"28083",30," Private",16,"NeverMarried"," Adm-clerical",2,50,1
"28084",22," Private",13,"NeverMarried"," Adm-clerical",1,35,1
"28085",36," Private",19,"Married"," Prof-specialty",2,60,2
"28086",20," gov",15,"NeverMarried"," Prof-specialty",2,30,1
"28087",27," Private",12,"Married"," Transport-moving",2,45,1
"28088",59," gov",13,"Married"," Exec-managerial",2,60,2
"28089",60," Private",12,"Married"," Craft-repair",2,40,1
"28090",43," Private",16,"DSW"," Exec-managerial",1,40,1
"28091",35," Private",12,"DSW"," Transport-moving",2,60,1
"28092",40," Private",16,"Married"," Adm-clerical",2,50,2
"28093",20," Private",10,"Married"," Handlers-cleaners",2,35,1
"28094",47," Private",17,"Married"," Exec-managerial",2,40,1
"28095",40," Private",15,"DSW"," Prof-specialty",2,50,1
"28096",20," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28097",25," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"28098",47," Private",14,"Married"," Prof-specialty",2,40,2
"28099",29," Self-emp-not-inc",15,"DSW"," Sales",1,40,2
"28100",34," Private",12,"Married"," Transport-moving",2,45,1
"28101",45," gov",16,"DSW"," Prof-specialty",1,40,1
"28102",23," Private",13,"NeverMarried"," Handlers-cleaners",2,50,1
"28103",46," Private",15,"DSW"," Adm-clerical",1,40,1
"28104",41," gov",13,"DSW"," Machine-op-inspct",1,38,1
"28105",29," Private",16,"Married"," Prof-specialty",2,40,2
"28106",17," Private",10,"NeverMarried"," Handlers-cleaners",2,20,1
"28107",39," Private",8,"Married"," Craft-repair",2,40,1
"28108",37," Private",12,"NeverMarried"," Machine-op-inspct",1,40,1
"28109",34," Private",12,"Married"," Machine-op-inspct",2,40,1
"28110",20," Private",12,"NeverMarried"," Craft-repair",2,40,1
"28111",52," Private",14,"Married"," Craft-repair",2,40,2
"28112",42," gov",15,"Married"," Prof-specialty",1,40,1
"28113",22," Private",6,"Married"," Craft-repair",2,35,1
"28114",66," gov",13,"DSW"," Exec-managerial",1,55,1
"28115",35," Private",12,"Married"," Transport-moving",2,65,1
"28116",40," gov",15,"NeverMarried"," Prof-specialty",2,40,2
"28117",21," Private",12,"DSW"," Sales",1,38,1
"28118",51," gov",12,"DSW"," Protective-serv",2,52,1
"28119",34," Private",9,"Married"," Craft-repair",2,40,1
"28120",24," Private",12,"Married"," Craft-repair",2,40,1
"28121",43," Private",16,"Married"," Adm-clerical",1,40,1
"28122",34," Private",16,"Married"," Exec-managerial",1,40,2
"28123",42," gov",17,"NeverMarried"," Prof-specialty",1,40,1
"28124",41," Private",14,"NeverMarried"," Craft-repair",2,30,1
"28125",21," Private",12,"NeverMarried"," Transport-moving",1,40,1
"28126",64," gov",7,"Married"," Protective-serv",2,10,1
"28127",24," gov",12,"NeverMarried"," Adm-clerical",1,40,1
"28128",23," Private",13,"NeverMarried"," Handlers-cleaners",2,10,1
"28129",29," Private",12,"Married"," Sales",2,50,1
"28130",44," Self-emp-not-inc",12,"DSW"," Exec-managerial",1,60,1
"28131",28," Private",16,"Married"," Prof-specialty",2,55,1
"28132",33," Self-emp-inc",12,"Married"," Sales",2,50,2
"28133",35," Private",13,"Married"," Craft-repair",2,40,1
"28134",41," Private",9,"Married"," Craft-repair",1,40,1
"28135",42," Private",16,"Married"," Sales",2,40,2
"28136",32," Private",10,"NeverMarried"," Other-service",1,40,1
"28137",37," Private",12,"NeverMarried"," Craft-repair",2,40,1
"28138",18," Private",10,"NeverMarried"," Sales",1,25,1
"28139",24," Private",14,"NeverMarried"," Other-service",1,35,1
"28140",45," Private",13,"Married"," Adm-clerical",2,40,1
"28141",52," gov",16,"Married"," Exec-managerial",2,45,2
"28142",35," Private",12,"NeverMarried"," Other-service",1,40,1
"28143",46," Self-emp-inc",16,"DSW"," Exec-managerial",1,50,1
"28144",63," Private",12,"DSW"," Exec-managerial",2,50,2
"28145",32," gov",16,"Married"," Prof-specialty",1,35,2
"28146",24," Private",12,"NeverMarried"," Other-service",1,15,1
"28147",29," Private",16,"NeverMarried"," Adm-clerical",1,40,1
"28148",35," Private",16,"Married"," Exec-managerial",2,50,2
"28149",70," Private",9,"Married"," Handlers-cleaners",2,32,1
"28150",36," Private",12,"NeverMarried"," Machine-op-inspct",1,30,1
"28151",53," Private",12,"Married"," Other-service",2,30,2
"28152",49," gov",12,"Married"," Transport-moving",2,40,1
"28153",60," Private",18,"Married"," Exec-managerial",2,40,2
"28154",18," Private",10,"NeverMarried"," Handlers-cleaners",2,40,1
"28155",21," Private",13,"NeverMarried"," Other-service",2,35,1
"28156",42," Private",9,"NeverMarried"," Transport-moving",2,40,1
"28157",25," gov",17,"NeverMarried"," Prof-specialty",1,37,1
"28158",32," Private",12,"Married"," Craft-repair",2,40,1
"28159",25," Self-emp-inc",12,"Married"," Sales",2,60,1
"28160",47," Private",16,"Married"," Adm-clerical",2,40,2
"28161",30," Private",14,"NeverMarried"," Prof-specialty",1,40,1
"28162",38," Self-emp-not-inc",16,"Married"," Farming-fishing",2,60,1
"28163",34," Private",12,"Married"," Transport-moving",2,55,1
"28164",37," Private",15,"NeverMarried"," Other-service",1,30,1
"28165",56," Private",12,"Married"," Exec-managerial",1,40,2
"28166",52," gov",14,"Married"," Exec-managerial",2,40,1
"28167",23," Private",16,"NeverMarried"," Prof-specialty",2,40,1
"28168",29," gov",12,"Married"," Protective-serv",2,42,1
"28169",45," Private",12,"Married"," Craft-repair",2,40,2
"28170",23," gov",16,"NeverMarried"," Prof-specialty",1,40,1
"28171",45," Private",17,"Married"," Exec-managerial",2,65,2
"28172",30," Private",16,"NeverMarried"," Exec-managerial",2,42,1
"28173",45," Private",16,"Married"," Sales",2,50,1
"28174",26," Private",12,"Married"," Machine-op-inspct",2,40,1
"28175",23," Private",13,"Married"," Machine-op-inspct",2,40,1
"28176",24," Private",13,"NeverMarried"," Other-service",1,40,1
"28177",43," Private",17,"DSW"," Exec-managerial",2,40,2
"28178",42," Private",12,"DSW"," Handlers-cleaners",2,40,1
"28179",72," Private",13,"DSW"," Adm-clerical",1,25,1
"28180",57," Private",16,"Married"," Exec-managerial",2,60,2
"28181",24," Private",16,"Married"," Sales",2,45,1
"28182",27," Private",12,"Married"," Handlers-cleaners",2,40,1
"28183",54," Private",12,"Married"," Sales",2,40,1
"28184",42," gov",12,"Married"," Exec-managerial",2,60,2
"28185",17," Private",8,"NeverMarried"," Other-service",2,40,1
"28186",48," Private",16,"Married"," Exec-managerial",2,55,2
"28187",39," Private",16,"DSW"," Sales",1,40,1
"28188",41," Self-emp-inc",16,"Married"," Exec-managerial",2,70,2
"28189",50," Private",7,"Married"," Other-service",1,35,1
"28190",57," Private",12,"DSW"," Transport-moving",2,45,1
"28191",44," gov",19,"Married"," Prof-specialty",2,36,2
"28192",49," Private",12,"Married"," Sales",2,40,1
"28193",44," Private",15,"NeverMarried"," Prof-specialty",1,50,1
"28194",42," Private",14,"NeverMarried"," Craft-repair",2,44,1
"28195",18," Private",11,"NeverMarried"," Other-service",2,18,1
"28196",51," Private",12,"DSW"," Tech-support",1,40,1
"28197",28," Private",16,"NeverMarried"," Prof-specialty",1,40,1
"28198",39," Private",15,"Married"," Exec-managerial",1,45,2
"28199",25," Private",12,"Married"," Sales",2,52,1
"28200",41," Private",18,"Married"," Prof-specialty",2,50,2
"28201",39," Private",13,"Married"," Sales",2,40,2
"28202",42," Self-emp-not-inc",10,"DSW"," Other-service",1,30,1
"28203",33," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"28204",47," Private",13,"DSW"," Sales",1,45,2
"28205",27," gov",16,"Married"," Protective-serv",2,68,1
"28206",39," Private",17,"Married"," Exec-managerial",2,45,2
"28207",20," Private",13,"NeverMarried"," Farming-fishing",2,40,1
"28208",49," Private",12,"NeverMarried"," Other-service",1,40,1
"28209",46," Private",12,"Married"," Handlers-cleaners",2,35,1
"28210",47," Private",12,"Married"," Sales",2,30,2
"28211",35," Private",8,"NeverMarried"," Craft-repair",2,40,1
"28212",24," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"28213",43," Private",16,"DSW"," Other-service",1,35,1
"28214",60," gov",17,"Married"," Prof-specialty",2,40,2
"28215",53," Private",10,"Married"," Machine-op-inspct",2,48,2
"28216",47," Private",13,"DSW"," Exec-managerial",1,40,1
"28217",34," Private",13,"Married"," Handlers-cleaners",2,40,1
"28218",37," Private",14,"NeverMarried"," Other-service",2,40,1
"28219",35," Private",12,"NeverMarried"," Other-service",2,30,1
"28220",23," Private",13,"NeverMarried"," Exec-managerial",1,40,1
"28221",29," Private",12,"NeverMarried"," Transport-moving",2,50,1
"28222",23," Private",13,"NeverMarried"," Craft-repair",2,40,1
"28223",35," Private",12,"DSW"," Other-service",1,35,1
"28224",27," gov",16,"NeverMarried"," Prof-specialty",1,40,1
"28225",40," Private",12,"NeverMarried"," Adm-clerical",1,70,1
"28226",31," Private",16,"Married"," Sales",2,65,1
"28227",18," Private",13,"NeverMarried"," Sales",2,40,1
"28228",25," Private",15,"NeverMarried"," Prof-specialty",1,40,1
"28229",36," Private",13,"NeverMarried"," Protective-serv",1,40,1
"28230",38," Private",9,"DSW"," Craft-repair",2,40,1
"28231",52," Private",12,"DSW"," Craft-repair",2,40,1
"28232",23," Private",12,"NeverMarried"," Other-service",2,35,1
"28233",48," Self-emp-not-inc",13,"Married"," Exec-managerial",2,30,2
"28234",46," Private",12,"Married"," Adm-clerical",2,40,2
"28235",26," Private",12,"Married"," Protective-serv",2,40,1
"28236",47," Private",12,"Married"," Machine-op-inspct",2,40,1
"28237",65," Private",16,"DSW"," Prof-specialty",2,40,1
"28238",31," gov",12,"Married"," Transport-moving",2,40,1
"28239",38," Private",12,"Married"," Exec-managerial",1,40,2
"28240",68," Private",12,"Married"," Exec-managerial",2,40,1
"28241",26," Private",16,"NeverMarried"," Adm-clerical",1,40,1
"28242",42," Private",12,"DSW"," Other-service",2,40,1
"28243",49," Private",12,"Married"," Craft-repair",2,40,2
"28244",42," Private",16,"Married"," Adm-clerical",1,40,2
"28245",39," Private",17,"Married"," Exec-managerial",2,65,2
"28246",31," Self-emp-not-inc",8,"Married"," Craft-repair",2,40,1
"28247",28," gov",16,"Married"," Prof-specialty",2,20,1
"28248",36," Private",16,"DSW"," Prof-specialty",1,50,1
"28249",42," gov",13,"Married"," Exec-managerial",1,40,2
"28250",62," Private",12,"Married"," Machine-op-inspct",2,40,1
"28251",21," Private",12,"NeverMarried"," Farming-fishing",2,24,1
"28252",21," Private",13,"NeverMarried"," Adm-clerical",1,20,1
"28253",22," Private",13,"NeverMarried"," Other-service",1,25,1
"28254",30," Private",9,"Married"," Craft-repair",2,40,1
"28255",64," Private",12,"DSW"," Adm-clerical",1,40,1
"28256",28," Private",16,"Married"," Exec-managerial",1,28,2
"28257",41," Self-emp-not-inc",15,"Married"," Craft-repair",2,40,2
"28258",25," Private",12,"NeverMarried"," Craft-repair",2,40,1
"28259",27," Private",12,"Married"," Farming-fishing",2,40,1
"28260",40," Private",15,"Married"," Tech-support",2,44,1
"28261",58," Private",13,"Married"," Exec-managerial",2,40,2
"28262",50," gov",12,"DSW"," Transport-moving",1,40,1
"28263",27," Private",12,"DSW"," Handlers-cleaners",2,40,1
"28264",50," Private",16,"Married"," Sales",2,40,1
"28265",45," Private",12,"Married"," Protective-serv",2,40,2
"28266",33," Private",11,"NeverMarried"," Protective-serv",2,40,1
"28267",62," Private",13,"DSW"," Adm-clerical",2,40,1
"28268",38," Private",12,"Married"," Craft-repair",2,40,1
"28269",19," Private",13,"NeverMarried"," Other-service",1,35,1
"28270",30," Private",10,"Married"," Other-service",1,30,1
"28271",38," Private",13,"DSW"," Sales",1,25,1
"28272",49," Self-emp-inc",13,"DSW"," Sales",2,25,1
"28273",53," Private",17,"Married"," Exec-managerial",2,50,2
"28274",45," gov",13,"Married"," Craft-repair",2,40,2
"28275",24," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"28276",29," Private",14,"NeverMarried"," Adm-clerical",1,35,1
"28277",24," Private",13,"NeverMarried"," Sales",1,30,1
"28278",38," gov",16,"Married"," Prof-specialty",2,40,2
"28279",25," Self-emp-inc",14,"NeverMarried"," Transport-moving",2,55,1
"28280",51," gov",9,"Married"," Craft-repair",2,40,1
"28281",19," Private",13,"NeverMarried"," Adm-clerical",1,8,1
"28282",38," Private",13,"Married"," Craft-repair",2,52,2
"28283",60," Private",12,"DSW"," Other-service",1,40,1
"28284",29," Self-emp-not-inc",12,"NeverMarried"," Sales",2,40,1
"28285",28," gov",9,"Married"," Other-service",1,40,1
"28286",36," Private",12,"Married"," Prof-specialty",2,45,2
"28287",24," Private",15,"NeverMarried"," Craft-repair",2,40,1
"28288",43," Private",15,"NeverMarried"," Adm-clerical",1,38,1
"28289",29," Self-emp-inc",18,"Married"," Prof-specialty",2,55,2
"28290",67," Self-emp-not-inc",18,"Married"," Prof-specialty",2,25,2
"28291",20," Private",12,"NeverMarried"," Protective-serv",2,40,1
"28292",21," Private",13,"NeverMarried"," Other-service",2,20,1
"28293",20," Private",9,"NeverMarried"," Handlers-cleaners",2,40,1
"28294",42," Private",15,"Married"," Exec-managerial",2,60,2
"28295",20," Private",13,"NeverMarried"," Other-service",1,10,1
"28296",19," gov",12,"NeverMarried"," Adm-clerical",2,35,1
"28297",34," Private",12,"Married"," Craft-repair",2,45,1
"28298",40," gov",16,"NeverMarried"," Prof-specialty",1,45,1
"28299",33," Private",13,"DSW"," Other-service",1,25,1
"28300",36," Private",13,"DSW"," Craft-repair",1,37,1
"28301",43," Private",15,"DSW"," Craft-repair",2,70,2
"28302",41," gov",12,"DSW"," Other-service",1,40,1
"28303",34," gov",12,"Married"," Tech-support",2,40,2
"28304",33," Private",15,"Married"," Sales",2,40,2
"28305",47," Private",12,"Married"," Machine-op-inspct",2,40,1
"28306",40," Private",12,"Married"," Craft-repair",2,40,2
"28307",28," Private",16,"NeverMarried"," Craft-repair",2,40,1
"28308",29," Private",12,"DSW"," Adm-clerical",1,50,1
"28309",46," Private",13,"DSW"," Adm-clerical",1,40,1
"28310",28," Private",12,"NeverMarried"," Other-service",2,60,1
"28311",57," gov",12,"DSW"," Adm-clerical",1,40,1
"28312",22," Private",13,"NeverMarried"," Sales",1,40,1
"28313",28," gov",15,"NeverMarried"," Adm-clerical",1,40,1
"28314",24," Private",16,"NeverMarried"," Adm-clerical",1,45,1
"28315",54," Self-emp-not-inc",16,"DSW"," Farming-fishing",2,50,2
"28316",22," Private",10,"DSW"," Craft-repair",2,40,1
"28317",36," gov",16,"NeverMarried"," Protective-serv",1,40,1
"28318",50," Private",13,"DSW"," Adm-clerical",1,40,1
"28319",18," Private",10,"NeverMarried"," Handlers-cleaners",2,24,1
"28320",52," gov",15,"Married"," Sales",2,40,2
"28321",41," Private",7,"Married"," Other-service",2,40,1
"28322",36," Private",16,"NeverMarried"," Sales",1,40,1
"28323",34," Self-emp-not-inc",16,"NeverMarried"," Prof-specialty",1,55,2
"28324",21," Private",14,"NeverMarried"," Craft-repair",2,40,1
"28325",46," Private",12,"NeverMarried"," Exec-managerial",2,40,1
"28326",61," gov",17,"NeverMarried"," Prof-specialty",1,25,1
"28327",22," gov",13,"NeverMarried"," Transport-moving",2,25,1
"28328",36," gov",18,"Married"," Prof-specialty",1,50,2
"28329",43," gov",17,"DSW"," Prof-specialty",1,40,1
"28330",25," Private",15,"Married"," Adm-clerical",1,37,2
"28331",17," Private",9,"NeverMarried"," Priv-house-serv",2,30,1
"28332",45," Private",14,"Married"," Craft-repair",2,38,2
"28333",40," Private",17,"NeverMarried"," Prof-specialty",2,35,1
"28334",31," gov",17,"NeverMarried"," Exec-managerial",2,45,1
"28335",42," Private",16,"Married"," Exec-managerial",2,40,2
"28336",53," Private",12,"Married"," Craft-repair",2,40,2
"28337",37," gov",12,"Married"," Other-service",1,20,1
"28338",54," Private",13,"Married"," Sales",1,40,2
"28339",36," Private",12,"DSW"," Other-service",1,30,1
"28340",46," Private",13,"DSW"," Adm-clerical",1,40,1
"28341",46," Private",16,"Married"," Sales",2,48,1
"28342",32," Private",8,"Married"," Transport-moving",2,50,1
"28343",17," Private",10,"NeverMarried"," Craft-repair",2,40,1
"28344",42," gov",16,"DSW"," Prof-specialty",2,40,1
"28345",37," gov",12,"NeverMarried"," Craft-repair",2,40,1
"28346",29," Private",12,"Married"," Machine-op-inspct",2,48,1
"28347",54," Private",16,"Married"," Exec-managerial",2,40,2
"28348",38," Private",11,"Married"," Craft-repair",2,48,1
"28349",46," gov",12,"Married"," Transport-moving",2,40,1
"28350",24," Private",12,"Married"," Handlers-cleaners",2,40,1
"28351",33," Private",16,"Married"," Exec-managerial",2,40,2
"28352",35," Private",12,"DSW"," Other-service",1,40,1
